P37646	PF00563
Q94AU2	PF00957
O14718	PF00001
Q8IXJ6	PF02146
P21918	PF00001
Q53R12	PF05805
Q53R15	PF13405
Q53R16	PF00620
H0Y7E6	PF10255
P21911	PF13085
Q16322	PF00520
P21913	PF13085
P21912	PF13085
P73475	PF00582
P21914	PF13085
P21917	PF00001
P73476	PF01593
Q5E9B8	PF03876
Q9I3S1	PF13426
Q9M2V2	PF13325
O88910	PF07653
Q9PM41	PF01264
Q9Z340	PF00595
O88917	PF02191
B3LT19	PF00318
Q9VP79	PF10264
Q9VP78	PF04629
Q8GUB4	PF03179
P56880	PF00822
Q3TXX3	PF01363
Q9M2V7	PF00005
Q14BN4	PF00498
Q9VP77	PF16717
Q81K86	PF00343
Q8C767	PF03370
Q8CGZ0	PF01805
Q8R2T8	PF09734
Q9BRF8	PF00149
Q81JM6	PF00535
Q8AVJ9	PF01392
Q7K1R6	PF13639
P74228	PF03144
Q8AVJ2	PF12701
Q8AVJ0	PF10255
Q9NZD8	PF00561
P41250	PF00458
P07023	PF02153
Q941Z0	PF03358
Q1EBV7	PF01758
P07024	PF00149
P07026	PF00196
P22464	PF00191
Q9NZD1	PF00003
Q9NZD2	PF08718
P22460	PF00520
Q9UHB7	PF05110
P22462	PF00520
Q5QJU3	PF05875
Q9UHB6	PF00412
Q81JM5	PF12848
Q5PQ75	PF00069
Q4JQW8	PF04540
Q9GCB9	PF00318
Q9VML1	PF00105
Q7PC06	PF00408
Q7LKB1	PF03143
Q8LAJ7	PF00249
Q63041	PF10569
Q8CGZ2	PF11559
Q96F85	PF15043
Q0V7X4	PF00010
Q9RMS5	PF00196
O97174	PF07686
Q9HBU1	PF00046
Q8NF50	PF11878
Q05787	PF08238
Q65ZH5	PF01612
P84099	PF01280
P84098	PF01280
P75736	PF12697
Q9FY46	PF00916
P75733	PF03573
P84091	PF01217
P84090	PF01133
O77355	PF01480
P84092	PF01217
P84095	PF00071
P84096	PF00071
P34914	PF00561
P34913	PF00561
Q9W5W4	PF11540
Q9W5W7	PF00557
Q9W5W6	PF04176
Q9W5W8	PF00378
P77389	PF07690
P72728	PF02518
Q5XIU9	PF00173
Q81KP7	PF01931
Q9VZZ6	PF03061
Q7Z152	PF01484
Q9P7J4	PF05615
Q95Q17	PF05983
Q81KP6	PF05343
Q4QR75	PF03725
O70302	PF02017
Q726W8	PF04012
Q81KP1	PF02922
Q9WYC3	PF00005
Q9WYC4	PF00005
O70309	PF17205
Q8IPN1	PF05010
O76222	PF00454
O25349	PF00374
A8E1U6	PF02876
Q80UM3	PF13181
P72729	PF14258
Q728U3	PF08245
Q80UM7	PF16923
P05771	PF00433
Q9VV73	PF03943
O74508	PF00628
P77667	PF01521
Q4V5A7	PF00439
O00634	PF01759
Q9DBI2	PF00118
Q9CR46	PF16740
Q3E7Y5	PF11603
Q3E7Y4	PF00271
P25119	PF00020
Q03690	PF12807
Q3E7Y3	PF00410
P06776	PF00233
P06777	PF02732
P06774	PF02045
P25116	PF00001
Q9WUD0	PF00067
Q9P7J6	PF00833
P25113	PF00300
G1T9V4	PF10584
Q9VAH9	PF07521
O42958	PF09770
O42957	PF02902
O42956	PF02752
Q81JM0	PF00535
O42954	PF00319
O42953	PF10263
Q9VAH2	PF00651
Q8IYV9	PF16706
O53512	PF01474
Q9SXC8	PF08694
Q3KQC9	PF00380
Q9SXC4	PF03360
Q9C0E4	PF00595
Q9W045	PF00561
Q96JM4	PF00612
Q6PA46	PF00562
O57300	PF00020
O14207	PF09462
P56115	PF00202
O08726	PF00001
O25346	PF03235
Q96S79	PF00071
O14201	PF01184
Q9EQF5	PF01979
Q9EQF6	PF01979
Q8WWY7	PF00095
P74641	PF15919
Q9EQF2	PF05649
Q8WWY3	PF09785
P49185	PF00069
Q9JM98	PF00400
Q8WWY8	PF00151
Q9VIU4	PF01066
Q8IY17	PF01734
Q9Y3D9	PF10484
O83278	PF00216
Q8CG50	PF00071
Q32NQ8	PF00097
Q8R2E9	PF04137
Q9BTX7	PF03765
Q61006	PF07714
Q6ZMR5	PF00089
A1ZA72	PF00069
Q61001	PF00055
Q9BTX1	PF09531
Q99M31	PF00012
P83221	PF00160
Q9LVN7	PF14260
Q8L866	PF02728
Q62632	PF07648
A8K8V0	PF01352
Q7CGT3	PF01571
Q7CGT6	PF00486
Q78S06	PF09801
Q186B7	PF01226
Q9VUF3	PF03370
E5RHT1	PF01080
Q8BJ53	PF12478
Q8BG36	PF00751
F6VAN0	PF00170
Q7T3U0	PF13695
Q8BG32	PF01399
D3YT50	PF02146
Q55684	PF02673
Q0PY11	PF03143
Q55681	PF17191
Q8GX78	PF07690
Q55683	PF00905
Q9VBF9	PF07830
Q7P947	PF08245
Q7P946	PF08245
P0DJM0	PF08191
Q55688	PF11266
Q9VBF0	PF10256
P74128	PF01048
Q08473	PF00076
Q7F8Y1	PF00076
Q08477	PF00067
Q9H875	PF06658
Q9PIF2	PF00291
Q9LZQ9	PF07717
Q6AYA5	PF07092
Q9H871	PF10607
Q8ZHG7	PF00438
Q93XM6	PF14144
Q9M0G2	PF00642
F5HB81	PF17417
T2BRA8	PF00112
Q9FM43	PF07714
D3Z482	PF12001
P09813	PF04711
A1Z705	PF01663
P76418	PF03747
O83113	PF01547
Q95TP0	PF16752
Q9RMZ4	PF08708
H8ESF3	PF16498
P28043	PF00436
Q9EPH2	PF02063
P18188	PF00374
Q84JE8	PF00645
Q9VZ71	PF01284
Q8INH7	PF05029
Q9EPH8	PF00076
P00326	PF00107
P00325	PF00107
R4GMX3	PF16207
Q7Z6G3	PF13833
Q9VZ73	PF00179
Q55539	PF05685
Q55538	PF05991
Q55536	PF00480
Q55531	PF13599
Q7Z6G8	PF00536
Q9JLI8	PF00076
P75713	PF05899
Q4KMA2	PF09280
Q5EGQ1	PF00320
Q9JLI7	PF02985
Q80T11	PF00536
Q5NGL8	PF07973
Q80T14	PF00093
Q9JLI2	PF01391
Q92356	PF00957
O49617	PF05278
Q8N6W0	PF00076
P07806	PF00133
O93400	PF00022
P02879	PF00161
Q18217	PF00899
Q18211	PF00415
Q69YU3	PF12796
Q18212	PF00271
Q9VL02	PF00004
Q6ZWN5	PF01479
Q9VL00	PF10275
Q50331	PF02874
Q8AWW2	PF00028
P0A8S5	PF10625
Q9UTT1	PF12436
O13714	PF07690
P0A8S9	PF05247
O13719	PF04433
O13718	PF09359
P86790	PF08217
P86791	PF08217
D6RBZ0	PF00076
O13965	PF00564
Q9F287	PF03797
Q9PNX9	PF10396
Q58105	PF01798
O13966	PF00694
Q9UUY8	PF00334
Q58108	PF01269
O13967	PF02364
Q9PNX6	PF01809
Q7P8S1	PF00474
Q9PNX4	PF00468
Q9PNX5	PF00825
D3ZRX1	PF01352
B0BN79	PF01412
P42252	PF00902
P0CK57	PF03048
D0ZV90	PF00486
Q58FA4	PF02319
P42259	PF00015
O60783	PF00253
Q9FKA0	PF02365
Q01220	PF06227
Q5U5J2	PF00069
O60784	PF00790
Q9GZU5	PF13855
O14949	PF02939
O14948	PF00010
Q9GZU0	PF15130
Q9GZU1	PF08016
Q9GZU2	PF02023
Q9GZU3	PF10271
Q9GZU8	PF10187
O13781	PF00149
Q6QMZ8	PF00673
P72724	PF01300
Q20168	PF00400
Q9VCM6	PF00536
Q6FI91	PF00956
P0A8X2	PF04264
O64948	PF02190
P34937	PF00121
O31516	PF06580
P81412	PF04042
Q9Y7W4	PF00069
O60256	PF13793
F4KG64	PF00395
Q84LF3	PF00170
Q725P0	PF13801
P08203	PF00596
O60258	PF00167
Q6P158	PF00642
Q81T09	PF01048
Q9XJ66	PF00319
Q99JH1	PF01918
Q9NHV5	PF10545
Q9ZQP3	PF00847
Q4LE39	PF11717
Q9LXN4	PF00400
B9A6J3	PF02759
Q1K9B6	PF12827
P34932	PF00012
B0FL91	PF00097
Q5FWU9	PF02020
B9FHF3	PF01556
Q5NFN7	PF07690
Q5MJS3	PF06702
Q9FUG4	PF04851
Q97QZ1	PF06414
J9P3Y7	PF00622
Q9LUA9	PF06203
Q9UHR5	PF07818
Q9UHR4	PF14604
Q9M2F9	PF00271
Q9UHR6	PF04438
Q9LUA2	PF00847
C9JWJ8	PF10524
Q86Y91	PF00225
Q9ZQP2	PF14749
Q9Y2S7	PF08755
Q99JH7	PF00028
A1ZBK4	PF04389
G4VRC3	PF00227
Q00456	PF02332
P36741	PF00500
Q53682	PF04650
O81292	PF00069
A0JNW5	PF12624
Q6P4H7	PF10187
Q9VTR7	PF01607
Q729V7	PF01968
P73429	PF00504
O75882	PF01437
Q8CG72	PF03747
A1Z8V7	PF01813
Q0V869	PF02338
O60779	PF01770
Q5JSS6	PF15163
Q9SRL6	PF07244
P0AEQ6	PF00528
Q00457	PF06234
Q93831	PF10249
P0AEQ3	PF00497
O23210	PF03514
P0AEQ1	PF03928
O23212	PF00076
Q5K5N9	PF06066
Q9VS32	PF07841
Q9VS33	PF16692
Q9VS34	PF17135
Q8H124	PF13460
Q95RQ9	PF00788
Q9VS37	PF13181
Q9VS38	PF10018
Q8CG76	PF00248
Q8H125	PF03514
P03007	PF00929
Q9BSJ8	PF17047
P21616	PF03030
P31809	PF07686
C1L335	PF00484
Q99986	PF00069
Q81YB5	PF13809
P11245	PF00797
O80792	PF00271
A1ZBH7	PF00069
Q95SY7	PF00025
Q15515	PF14820
P52482	PF00179
Q9VKY4	PF00112
O83356	PF03772
Q9CQS8	PF03911
P31937	PF03446
Q6PIW4	PF09336
P31930	PF05193
Q9A912	PF00486
F5GZK1	PF09258
Q8T4E1	PF01650
Q7CFX1	PF16921
Q9BSJ1	PF00622
P31938	PF00069
P31939	PF02142
P13868	PF13499
Q16385	PF09514
Q9VTR2	PF01607
Q9VNF6	PF00249
P0CAU2	PF06689
P52489	PF02887
Q9UQD0	PF11933
A8MTJ3	PF00503
O74455	PF01182
Q6UXV4	PF09769
P52488	PF10585
P33260	PF00067
P33261	PF00067
Q9QXK9	PF00017
P33267	PF00067
P33269	PF00067
P9WJA9	PF00498
P0ACG3	PF00816
P0ACG1	PF00816
P0ACG6	PF01848
P0ACG4	PF01848
Q8IQH5	PF00076
P0ACG8	PF01479
Q9VFU7	PF07686
Q2YIJ6	PF00206
Q9XUN9	PF00992
Q9R171	PF00386
Q8TBM8	PF09320
Q9FMM3	PF02213
Q9I5I9	PF00753
Q6NQ48	PF05003
Q9Y608	PF09738
Q9FHD7	PF07714
F4J3S6	PF02365
P06795	PF00005
P01920	PF00969
Q9FMM7	PF00170
Q9U9Y8	PF00069
Q9VG98	PF02798
Q9BV07	PF00433
Q9H0X9	PF00169
P00642	PF02963
Q9VG92	PF02798
Q9VG93	PF02798
O01767	PF00102
O01761	PF00621
Q9VG94	PF02798
Q9VG95	PF02798
Q95XA8	PF12884
Q95XA9	PF00017
Q12918	PF00059
Q9VZG0	PF00379
Q12914	PF12877
E3PRJ5	PF09043
Q86TU7	PF00856
Q8CLK2	PF07274
Q9XY09	PF00028
Q12912	PF05781
Q12913	PF00102
Q9UBD0	PF00447
Q9UBD3	PF00048
Q0P851	PF00329
Q9UBD5	PF07034
Q0P857	PF12838
Q9UBD6	PF00909
Q9UBD9	PF06875
Q0P858	PF00499
O62422	PF00071
Q68DL7	PF15813
P03915	PF00662
Q9VD25	PF05158
Q5SPL2	PF16737
P03911	PF00361
P03910	PF00361
Q9VD22	PF00588
Q9VD23	PF02887
P06533	PF08671
Q9VD28	PF02373
O81346	PF00067
P73584	PF02163
Q55949	PF00795
Q15726	PF15152
P72963	PF12770
Q8H0W0	PF09353
Q8H0W2	PF00850
P61011	PF02978
J3KNF4	PF00080
Q57UT3	PF00454
Q90998	PF00100
Q90999	PF07714
A1Z8Q9	PF03166
Q9C5W7	PF00335
Q9C5W6	PF00244
Q63ZM7	PF08969
P67601	PF06173
Q913V3	PF00998
Q8IHN4	PF05424
Q15722	PF00001
Q9JIR4	PF00595
Q9VLT9	PF00400
Q9C5W9	PF02362
Q8TAE6	PF05361
P63326	PF03501
Q0VF55	PF00690
P23091	PF08383
A5D9M6	PF00240
Q9VLT7	PF00935
Q9VAJ1	PF12922
Q14D33	PF13695
O17626	PF02826
A1Z6X2	PF07679
O17624	PF00067
Q61764	PF00038
Q61767	PF01073
Q80936	PF00524
O42973	PF05004
Q61762	PF00520
Q9H1J7	PF00110
P46144	PF01966
Q9H1J5	PF00110
O42972	PF08427
P46141	PF12084
Q61768	PF00225
Q9H1J1	PF03467
P46142	PF06717
Q07804	PF04083
Q8K2J4	PF15254
P68834	PF02380
Q07807	PF00806
Q07800	PF03031
Q07802	PF01833
P70295	PF02845
Q8NFX7	PF00957
P16546	PF00435
Q5NH32	PF00920
P54125	PF08439
O14198	PF09637
P37810	PF00231
A5X380	PF05529
O70514	PF06473
Q10407	PF00069
Q8S897	PF07526
O42979	PF08613
O14192	PF00155
P14211	PF00262
O14194	PF01019
O14195	PF13673
Q562E5	PF09011
O14197	PF03547
Q9W5H1	PF00106
Q9W171	PF13193
A1Z8Q7	PF12738
Q96GY3	PF15306
P10404	PF00429
M4MD31	PF02020
T2BQ67	PF00112
Q9U332	PF01198
P28347	PF01285
Q9U334	PF00735
Q9WTV7	PF13639
Q9WTV6	PF00443
Q9H4Y5	PF13417
Q9WTV4	PF00092
Q8LPT1	PF00005
Q9W3J2	PF12171
Q9V677	PF13001
Q9V676	PF00067
Q92262	PF04882
O43567	PF13639
Q8IUR5	PF13181
O75771	PF08423
O53654	PF16525
Q80UV9	PF09247
I3LSM3	PF00240
Q01218	PF07686
Q9W4H1	PF15866
Q94BM7	PF00400
Q8D0I3	PF01238
P54885	PF00171
O54960	PF00640
Q5NF78	PF01116
Q0IGY6	PF04087
F5HFL9	PF00048
Q8N726	PF07392
Q8CHZ0	PF00575
P05429	PF00421
O23654	PF16886
O17087	PF03828
Q9NRG9	PF00400
Q8N729	PF15180
P05423	PF05132
P05847	PF05681
O17081	PF00105
Q8LGA5	PF13639
Q9FF09	PF12796
Q8LGA1	PF00134
F1MQ85	PF00176
P0A968	PF00313
P0A964	PF01584
O95918	PF13853
P0A962	PF00710
Q9ZK95	PF01019
Q9RA63	PF10431
Q4VNC1	PF12409
P67779	PF01145
P67778	PF01145
Q96P23	PF15932
Q643R3	PF01553
Q643R0	PF12214
Q9CZ04	PF01399
Q62388	PF11640
P67775	PF00149
P67774	PF00149
F8WCM5	PF00049
O80912	PF00141
O80915	PF03208
O80917	PF00847
Q24190	PF00069
P45493	PF01546
P45490	PF07690
Q8CHZ9	PF02536
P11792	PF00433
P41851	PF04612
Q8CZQ7	PF07681
P0ACW8	PF07151
Q9CAJ8	PF13639
Q9W4J5	PF03587
Q9W4J4	PF10252
Q9W4J9	PF16062
Q9W4J8	PF00010
Q59DQ0	PF00690
P20169	PF00989
P00563	PF02807
Q1K9E3	PF00602
Q8RYD9	PF00319
Q8WW43	PF06105
Q8CKD1	PF01810
Q8SYA4	PF08194
Q1K9E2	PF00603
Q81WB2	PF01381
Q8RYD3	PF02362
Q17381	PF00250
Q8RYD6	PF00170
E9Q9K8	PF00435
P45724	PF00221
P45725	PF00221
Q71F56	PF11597
P97346	PF13905
P73673	PF01844
P73672	PF04551
P97343	PF00076
P42111	PF13360
Q9VEB1	PF00056
Q9VEB3	PF04427
Q94CI7	PF00083
Q9SH30	PF00403
P97348	PF00071
Q2RIF4	PF01740
P52732	PF13931
Q9W2X0	PF00248
Q6QI68	PF10251
Q7CIY7	PF01627
Q9PPJ3	PF01245
Q9C6W5	PF00005
Q8UW33	PF11601
Q9PPJ7	PF00886
Q9PPJ4	PF01746
Q9PPJ5	PF01782
P53667	PF07714
P53665	PF00550
Q58EA2	PF00076
Q9LT89	PF03634
O46391	PF13833
Q10RI4	PF04146
Q4CRH9	PF16205
Q9VR15	PF00089
P58728	PF07189
Q9LT82	PF00658
P53669	PF07714
Q5NF75	PF00044
Q5NF74	PF00456
Q14406	PF00103
Q9P2N4	PF00090
C0H495	PF09687
Q21465	PF07679
Q8GXP1	PF04437
P21281	PF02874
P21283	PF03223
Q47539	PF00528
P12265	PF02837
A8BBE6	PF13855
C6KT64	PF00133
P16109	PF00084
P19338	PF00076
P19339	PF00076
O83257	PF03167
O83256	PF02632
Q9W201	PF00520
Q9W200	PF13499
P19332	PF00418
Q09XV5	PF00176
P16104	PF16211
P07896	PF00378
P19334	PF08344
P19335	PF00010
P75254	PF01519
P07897	PF00193
Q96JP0	PF12796
Q22743	PF04670
Q96JP2	PF07653
P62330	PF00025
P62331	PF00025
P62332	PF00025
P62333	PF00004
P62334	PF00004
Q96JP9	PF00028
O83986	PF02631
Q9VSX7	PF12906
P01074	PF00299
O22607	PF00400
Q8CZQ3	PF02776
Q9DGL6	PF00690
Q0VBK2	PF16208
P01075	PF02977
O14459	PF03876
Q5XHX3	PF00568
O22609	PF13180
Q5XHX5	PF15672
O95071	PF00658
Q726L8	PF00271
O59791	PF00291
O59790	PF00069
Q9BZ95	PF00856
P38826	PF05460
O59795	PF08172
O59794	PF00237
O59797	PF00956
O59796	PF00780
Q86WA0	PF00271
P0CI66	PF07691
P0CI67	PF07691
Q9LYD3	PF00847
Q81TT5	PF14168
Q8IUY3	PF02893
Q75MH1	PF01283
Q5ZDX8	PF00076
Q60996	PF01603
Q72BK3	PF03610
F1PE20	PF00169
Q0PB64	PF04325
P50362	PF00044
Q22741	PF02932
P73385	PF10719
Q0P9H0	PF05673
Q91WF7	PF02383
Q9VXI6	PF02271
Q55589	PF00004
P51553	PF00180
Q81VQ2	PF00005
A0JPP7	PF00240
E7DN66	PF06508
P45976	PF05182
Q6ZQK0	PF12717
P56126	PF01336
E7DN67	PF01242
Q61026	PF08832
Q81VQ0	PF02361
A3FG33	PF00435
Q4QPW2	PF03259
G5EB02	PF00437
Q9SB68	PF00149
F4IEM5	PF05147
O67140	PF03841
Q9NR28	PF09057
E7DN65	PF14489
Q53EL9	PF00084
Q7PAC5	PF03772
Q9NR23	PF00688
Q53EL6	PF02847
Q9NR21	PF02825
Q89G85	PF04193
F4IEM8	PF16879
Q0E919	PF00168
Q96KR7	PF02755
Q96KR6	PF06916
G5EBK0	PF12257
Q96KR4	PF01457
Q14644	PF00616
Q96KR1	PF07528
G5EBK5	PF04142
G5EBK8	PF00071
P09681	PF00123
Q6GLI9	PF06870
Q99326	PF04433
Q9P2W9	PF10496
Q0P9H2	PF08543
H0Y3A3	PF00616
Q9P2W3	PF00631
P49721	PF00227
Q9P2W1	PF07106
P49723	PF00268
Q9P2W7	PF03360
Q9D8V7	PF00717
Q8AY67	PF06583
P56124	PF04073
Q6S5L8	PF00017
P60866	PF00338
P60867	PF00338
Q06328	PF04193
Q06327	PF01477
P60868	PF00338
Q03137	PF07647
Q06323	PF02252
O65896	PF08211
Q06321	PF00201
P29288	PF00149
Q99PH1	PF13855
Q9EB06	PF00729
Q00449	PF00005
Q8DKX9	PF00662
Q8BV49	PF02758
P29283	PF13545
P73784	PF07690
P50586	PF16322
O07529	PF03358
P0A6T5	PF01227
P50582	PF00069
P50583	PF00293
P50580	PF00557
P17764	PF00108
Q9VYM5	PF00379
O26083	PF01497
P74459	PF10431
Q6NMN6	PF07690
O25728	PF08238
P0A6T9	PF01597
P32572	PF01412
M9MS26	PF00018
Q86LF0	PF00627
Q96EC8	PF04893
Q6ZPK0	PF00628
Q3KQ62	PF00400
P30466	PF06623
P32570	PF06179
Q9VA09	PF07701
Q9CQE5	PF00615
P56402	PF00230
P63703	PF01791
P54777	PF00004
P56407	PF00046
Q86SF2	PF00652
O82660	PF14870
O82663	PF02910
O59248	PF04032
B7Z2F4	PF00118
Q9VK81	PF01156
P52981	PF02922
Q8IMK1	PF00400
Q27393	PF00069
P57758	PF04193
P57759	PF07912
Q9D1P0	PF00572
P62908	PF00189
Q7PBC2	PF00437
P57752	PF00887
P63883	PF11741
Q9Y4I5	PF03638
Q9VSV3	PF01529
Q9VSV2	PF00209
Q9VSV1	PF07690
Q8VDU0	PF13181
Q9UM21	PF04666
Q9UM22	PF00811
D3DN77	PF02020
Q8N2E6	PF06309
P73091	PF13176
Q8IMK5	PF00583
Q8N2E2	PF00094
O16963	PF00105
Q95SU6	PF13870
Q03790	PF05172
G0RZX9	PF00012
B2IZD3	PF00350
Q03795	PF06813
Q03796	PF08645
Q6ZY51	PF01326
Q5U1Y1	PF00071
Q05BV3	PF00400
O68601	PF07732
Q9ZVJ4	PF00160
Q8VI86	PF17221
P47963	PF01294
Q93075	PF01026
Q9FKX4	PF00481
Q9QX69	PF05147
B4E2V5	PF01145
P91253	PF02798
O48549	PF01092
P32825	PF00450
Q8BYB9	PF05686
Q14240	PF00271
P55983	PF00268
Q4VCM1	PF02450
P0AEX5	PF00485
P55982	PF00317
Q72DB7	PF13519
P34795	PF00342
Q9LX13	PF07977
B7ZMM1	PF00059
P34791	PF00160
P34790	PF00160
P55984	PF01255
P10230	PF03387
P10231	PF03362
Q03868	PF15407
P21707	PF00168
P10234	PF00692
Q96CJ1	PF09816
P24555	PF02897
Q03862	PF00557
Q03860	PF08507
Q3E792	PF03297
P21708	PF00069
P21709	PF00536
P96722	PF14431
Q9MA40	PF13891
Q12495	PF12253
O88705	PF08412
P29131	PF05036
Q12496	PF05193
O83532	PF00158
Q12490	PF01021
Q70EK8	PF00443
Q70EK9	PF02148
P16687	PF05861
Q9Y316	PF01875
Q9Y315	PF01791
Q9Y314	PF15906
Q12499	PF08156
Q9Y312	PF05282
P16681	PF06983
Q9XUU9	PF07086
P28660	PF09735
P28661	PF00735
P76168	PF00589
P76169	PF02694
P28666	PF10569
Q9BS10	PF01201
P28668	PF00458
P76165	PF06254
Q8N4W9	PF01352
P76160	PF07041
P76161	PF03589
P76162	PF06147
Q09236	PF01217
Q921K9	PF04714
Q66J92	PF15259
P73689	PF01343
Q81Y03	PF03551
Q8I6U5	PF00112
Q8D0S1	PF13505
P26954	PF09294
P26955	PF09294
Q9UGH3	PF00860
P26951	PF09240
P26952	PF09240
P61927	PF01907
Q9CQE3	PF00366
Q5U4C1	PF04826
Q9FNP4	PF12796
P72883	PF05685
P72882	PF01724
P29726	PF00709
P72886	PF16363
Q9VHC3	PF00017
Q6IFW6	PF00038
P16971	PF00154
P16970	PF00005
O32071	PF12833
P16972	PF00111
P16975	PF10591
O00533	PF00047
Q9V6H1	PF00067
P06867	PF00089
Q8W4P1	PF00069
Q9W482	PF10044
Q6IL70	PF00046
Q8W4P9	PF09758
O43602	PF03607
O43603	PF00001
O25720	PF00456
P61452	PF07977
Q5EG05	PF00619
Q95SP7	PF00400
Q9AA47	PF00989
Q9VPI4	PF01522
Q9WUT8	PF00041
P53668	PF07714
Q3THS6	PF00438
Q792H5	PF00076
Q7TS55	PF00229
C6KST3	PF10584
P02984	PF03513
P26783	PF00177
C6KST5	PF00118
Q0QWG9	PF00595
O75582	PF00433
P35443	PF05735
O75581	PF00058
O75586	PF04934
P74142	PF00575
A1L020	PF00013
P35445	PF05735
P32797	PF02765
P32796	PF00755
P0AC78	PF00953
P32794	PF00004
P32793	PF04366
P32792	PF08643
P20073	PF00191
P32790	PF03983
P74144	PF01300
Q0P8D4	PF05751
Q9VAW3	PF01380
P32799	PF02046
P32798	PF01545
P0A9S1	PF00465
P0A9S3	PF00107
A8MPP1	PF13307
P0A9S5	PF00465
P29725	PF13145
P0A9S7	PF12399
Q567V2	PF04117
O62305	PF00069
Q63686	PF00069
G3MWV5	PF00538
P0CE72	PF13499
P0CE71	PF13499
P0CE70	PF00005
O75054	PF07686
Q7KIN0	PF01582
O75056	PF01034
Q9S7A9	PF03110
Q147U1	PF01352
O75052	PF00640
Q5NER2	PF10502
F1MYR9	PF01007
Q5XF07	PF03372
P25737	PF00324
P25736	PF04231
Q91ZS8	PF00035
Q9H2S5	PF13765
F4JF33	PF02201
Q8BM55	PF10151
Q7CK53	PF12320
Q80XL1	PF02762
Q5F259	PF11904
Q9V3Y5	PF00076
P17066	PF00012
O04663	PF01652
Q921K2	PF00645
B7UM88	PF04806
Q99J85	PF00354
Q8IR69	PF00850
Q9ZL54	PF01420
Q3UA06	PF00004
O87540	PF14522
P82198	PF02469
O35696	PF00777
Q7JZ53	PF01479
Q8IBB6	PF01008
P27398	PF00641
P0C701	PF00268
A4FUY8	PF07808
Q93V70	PF04640
Q8L8S0	PF00240
Q9SV37	PF13259
P0C703	PF03122
Q9NY74	PF15350
Q8CIX8	PF00120
Q9VQ36	PF11768
P26043	PF09379
P26040	PF09379
P26041	PF09379
Q56XM9	PF04928
Q3KSU3	PF04929
Q9VQ30	PF00651
P26045	PF00102
P67430	PF00440
Q9H4B7	PF03953
Q9H4B4	PF00659
Q9WTM5	PF06068
Q64487	PF00102
P23677	PF03770
Q9SUP0	PF04535
P23678	PF00169
P10686	PF00018
Q7M0E3	PF00241
Q9H4B8	PF01244
Q7CHU3	PF00005
G4V4G2	PF03937
Q22695	PF03261
Q9HAN9	PF01467
P37161	PF00062
Q9VPI3	PF01522
Q24062	PF00282
Q9VAW7	PF02271
O31755	PF04073
Q8IM64	PF00240
B4DH70	PF00400
Q7CGT9	PF02272
Q9VZ44	PF00053
P40727	PF01312
Q6NV83	PF01805
Q99J86	PF01437
Q5NFP0	PF01546
Q9WU38	PF00858
Q99797	PF01432
P0A7D1	PF01195
Q96M61	PF12440
P07272	PF00172
P40729	PF00771
O27226	PF09472
A6ND91	PF03447
Q9LU18	PF00847
Q9SU72	PF01764
P07274	PF00235
Q9C8E7	PF00497
Q9SU78	PF00400
P31946	PF00244
Q7JP75	PF02181
Q9BWC9	PF15794
Q941A9	PF03909
Q9CYZ2	PF04201
Q9UHK0	PF12171
Q9R1K9	PF13499
P0AFQ5	PF01042
P0AFQ7	PF01026
O35274	PF00595
Q3U2P1	PF04810
A2RV70	PF04988
Q5T704	PF12280
Q0WQ63	PF00083
P07278	PF02197
Q6W0C5	PF15549
C7EMF0	PF02806
O67990	PF08453
M9PIS3	PF03446
A6ZPY2	PF01253
P80210	PF00709
P80217	PF07292
Q8BM65	PF15452
P73687	PF05231
Q76RH3	PF10813
Q76RH0	PF01763
Q76RH1	PF01677
O14216	PF11719
P34893	PF00166
P34891	PF07714
Q97Q68	PF05389
O35182	PF03166
Q7Z698	PF00568
Q9CRC0	PF07884
Q9JL35	PF01101
O35185	PF00010
Q9CRC8	PF13855
Q7Z692	PF07686
Q7Z695	PF03109
Q08385	PF03459
Q6XZF7	PF14604
P10854	PF00125
Q9BYT9	PF04547
P10855	PF00048
Q8VYQ4	PF07889
Q9BYT3	PF00069
P74108	PF12770
Q9BYT1	PF07690
Q9ZTB7	PF02922
P0C6I6	PF00906
Q9WV98	PF02953
Q9Z139	PF07714
Q6GQ76	PF01585
Q0D4T4	PF00319
Q6QCQ2	PF05459
Q6QCQ3	PF04537
Q9Z136	PF04388
Q9VB22	PF13176
Q9VB23	PF01603
Q9VB20	PF00431
Q9JIA1	PF13855
Q3UG98	PF13302
O77344	PF00069
Q9VB25	PF00787
F4KI56	PF00300
P10853	PF00125
B1Q240	PF00595
Q55517	PF09364
Q7XXS5	PF00582
Q9M033	PF12295
Q2HZF2	PF02807
E0WK28	PF02534
P13491	PF00056
Q55511	PF05697
O16391	PF00105
Q9ZVF3	PF00407
Q81WE3	PF05103
Q6DGG9	PF14963
Q22053	PF01269
Q22056	PF10163
Q8I3A3	PF00443
Q22054	PF00380
Q22055	PF13639
P07616	PF03338
P07617	PF01358
Q9NQW6	PF00169
Q99956	PF00581
P07610	PF06467
Q9NQW5	PF09514
Q7TDY3	PF00739
P25009	PF00134
P21623	PF05141
Q3MIR4	PF03381
P10536	PF00071
P11725	PF02729
Q9PMS6	PF01725
Q20748	PF12037
Q5DW34	PF00856
Q86WP2	PF15337
Q95M18	PF00183
Q8RWU3	PF00249
Q20745	PF07738
O31498	PF03119
Q94IB8	PF00155
