Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
P40440,YIR1_YEAST,reviewed,"Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family",PF00083;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX74,YJ11A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47131,YJ55_YEAST,reviewed,TMEM14 family,PF03647;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47174,YJ9K_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P46996,YJQ3_YEAST,reviewed,,PF07690;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P46986,YJS2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGT2,YK096_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36030,YKW5_YEAST,reviewed,UPF0320 family,PF04318;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36109,YKZ2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07865,YL037_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13561,YL169_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06267,YL184_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13530,YL198_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXP4,YL235_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q7LIF2,YL365_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13579,YL379_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGM1,YL399_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06057,YL402_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E742,YL412_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13578,YL415_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13564,YL428_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06204,YL446_YEAST,reviewed,Hexokinase family,PF00349;PF03727;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5P8,YL49A_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CE99,YL57D_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CY00,YL66A_YEAST,reviewed,UPF0479 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q6B108,YM116_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04711,YM11B_YEAST,reviewed,,PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5Q3,YM13C_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04223,YM14_YEAST,reviewed,HAD-like hydrolase superfamily,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C271,YN97B_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53967,YNC8_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53962,YND5_YEAST,reviewed,,PF00400;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53947,YNF8_YEAST,reviewed,PRM5 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53906,YNO6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53870,YNT3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40163,YNU3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53856,YNX5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02781,YP062_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06523,YP148_YEAST,reviewed,,PF10455;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGR9,YP152_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5R7,YP169_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06594,YP195_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08958,YP205_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08977,YP260_YEAST,reviewed,UPF0662 family,PF10303;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CF36,YP276_YEAST,reviewed,"D-isomer specific 2-hydroxyacid dehydrogenase family, FDH subfamily",PF00389;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43587,YPI1_YEAST,reviewed,YPI1 family,PF07491;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P46951,YPP1_YEAST,reviewed,YPP1 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38279,YPQ3_YEAST,reviewed,Laat-1 family,PF04193;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E7B3,YPR08_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13572,YPR50_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40517,YRB2_YEAST,reviewed,,PF00638;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX14,YRF13_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",PF00270;PF00271;PF11603;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53819,YRF16_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",PF00270;PF00271;PF11603;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38079,YRO2_YEAST,reviewed,Archaeal/bacterial/fungal opsin family,PF01036;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12082,YD157_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZA9,YD230_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5L8,YD240_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05503,YD340_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5M2,YD406_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04093,YD444_YEAST,reviewed,Putative lipase ROG1 family,PF05057;,PIRSF005412;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGP3,YE008_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX16,YE076_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZB8,YE079_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40097,YE11_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZG5,YE137_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32616,YEF5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39974,YEI3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5N0,YF010_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGR2,YF034_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43539,YFG5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGU0,YG007_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGP0,YG063_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53249,YG2G_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53293,YG3W_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53288,YG3R_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40326,YG5N_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38809,YHP7_YEAST,reviewed,Pal1 family,PF08316;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38867,YHX7_YEAST,reviewed,,PF09729;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38870,YHY2_YEAST,reviewed,,PF00620;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40519,YIG0_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40455,YIP2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CL23,YIR5_YEAST,reviewed,UPF0377 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E775,YJ151_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47173,YJ9J_YEAST,reviewed,,PF15916;PF00293;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47066,YJC2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CL24,YJL2B_YEAST,reviewed,UPF0377 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36089,YKG6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36081,YKH7_YEAST,reviewed,,PF14610;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36071,YKM3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36065,YKN6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36050,YKQ9_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34231,YKS7_YEAST,reviewed,,PF06687;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07834,YL032_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12110,YL049_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E798,YL099_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12130,YL112_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12312,YL122_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX72,YL12A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P54072,YL152_YEAST,reviewed,Auxin efflux carrier (TC 2.A.69) family,PF03547;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CY05,YL159_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13532,YL217_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C2J3,YL21B_YEAST,reviewed,,PF13976;PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGM4,YL286_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05898,YL296_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13576,YL434_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX17,YL464_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CE97,YL59W_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGJ7,YL66B_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CL39,YL67C_YEAST,reviewed,UPF0479 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06493,YLH47_YEAST,reviewed,,PF07766;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53827,YN43_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5Q8,YN67A_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53723,YN8B_YEAST,reviewed,UPF0674 family,PF07946;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53737,YN8P_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53754,YN97_YEAST,reviewed,,PF04426;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53902,YNP0_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53891,YNQ5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53876,YNS4_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGQ8,YO85A_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08419,YOR50_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02754,YP067_YEAST,reviewed,,PF12239;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40323,YP073_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13585,YP089_YEAST,reviewed,,PF01843;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06839,YP097_YEAST,reviewed,,PF12825;PF00787;PF12828;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX60,YP13A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGK8,YP160_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08922,YP182_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08993,YP202_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",PF11603;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGL0,YP22A_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12179,YP245_YEAST,reviewed,,PF09848;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08976,YP261_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08989,YP277_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38070,YPK3_YEAST,reviewed,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, S6 kinase subfamily",PF00069;PF00433;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q6B0W0,YPR39_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12159,YRA1_YEAST,reviewed,,PF00076;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12340,YRM1_YEAST,reviewed,,PF00172;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53342,YG64_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXM2,YH131_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13537,YH145_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E815,YH175_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGK0,YH1E_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04013,YHM2_YEAST,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38716,YHR2_YEAST,reviewed,Trans-sulfuration enzymes family,PF01053;,PIRSF001434;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03888,YI020_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CF22,YI167_YEAST,reviewed,Serine/threonine dehydratase family,PF00291;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40520,YIF9_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40503,YII6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40488,YIK2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGN1,YJ140_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CL41,YJ255_YEAST,reviewed,UPF0479 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47184,YJ9V_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47072,YJB6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q99208,YL066_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",PF00270;PF00271;PF11603;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08027,YL101_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12528,YL111_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12088,YL11B_YEAST,reviewed,,PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C2I6,YL13B_YEAST,reviewed,,PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CE96,YL156_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXG7,YL230_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q6B0Y6,YM052_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E809,YM054_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12744,YM094_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03879,YM09_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX69,YM14A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXH6,YM172_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGS6,YM242_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZH5,YM290_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04018,YM79_YEAST,reviewed,SUN family,PF03856;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04838,YM88_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04869,YM94_YEAST,reviewed,,PF01408;PF02894;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04501,YMJ0_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CL29,YML33_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03099,YMN3_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",PF00270;PF00271;PF11603;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E841,YN034_YEAST,reviewed,,PF11503;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12391,YN11A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E7A8,YN162_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53752,YN95_YEAST,reviewed,,PF15902;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53977,YNB7_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53956,YNE6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38806,YNG2_YEAST,reviewed,ING family,PF12998;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
